id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario,trimestre,nota_media_atendimento,qtd_atendimentos,reclamacoes_90d,tempo_medio_resolucao,acessos_app_30d,suitability_pendente
FD00486,217,2026-02-22,2026T1,Alta Renda,CDB,Assessoria,2-5 anos,9,Atendimento claro e rapido,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00487,425,2026-06-03,2026T1,Private,COE,App,2-5 anos,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,,0.0,0.0
FD00488,530,2026-03-13,2026T1,Varejo,Carteira Administrada,App,6-24 meses,6,Demora para resolver meu problema,2026Q1,,0.0,0.0,36.9,17.0,1.0
FD00489,479,2026-03-26,2026T1,Novo Investidor,Carteira Administrada,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira,2026Q1,10.0,1.0,0.0,47.6,4.0,1.0
FD00490,460,2026-01-01,2026T1,Private,CDB,App,6-24 meses,9,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,,0.0,0.0
FD00491,393,2026-03-21,2026T1,Alta Renda,Tesouro Direto,Assessoria,6-24 meses,7,"Atendimento resolveu, mas demorou",2026Q1,,0.0,1.0,20.8,23.0,1.0
FD00492,384,2026-03-19,2026T1,Varejo,Tesouro Direto,App,5+ anos,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,28.9,14.0,0.0
FD00493,424,2026-01-13,2026T1,Alta Renda,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,10.0,1.0,0.0,,0.0,0.0
FD00494,134,2026-03-30,2026T1,Alta Renda,COE,App,2-5 anos,5,Nao consegui falar com assessor,2026Q1,,0.0,0.0,13.4,18.0,0.0
FD00495,198,2026-04-01,2026T1,Novo Investidor,Tesouro Direto,App,2-5 anos,8,Aplicativo poderia explicar melhor,2026Q1,,0.0,0.0,,0.0,0.0
FD00496,414,2026-04-02,2026T1,Varejo,CDB,App,0-6 meses,10,Boa experiencia no aplicativo,2026Q1,10.0,1.0,0.0,,0.0,0.0
FD00497,64,2026-02-03,2026T1,Alta Renda,Fundos,App,6-24 meses,8,Demorou um pouco para encontrar informacoes,2026Q1,,0.0,0.0,25.5,9.0,0.0
FD00498,428,2026-01-14,2026T1,Novo Investidor,COE,App,6-24 meses,7,Demorou um pouco para encontrar informacoes,2026Q1,,0.0,0.0,,0.0,0.0
FD00499,459,2026-04-01,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,,0.0,0.0
FD00500,5,2026-12-02,2026T1,Private,Carteira Administrada,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,,0.0,0.0
FD00501,287,2026-02-26,2026T1,Alta Renda,Carteira Administrada,App,6-24 meses,9,Informacoes estavam faceis de encontrar,2026Q1,10.0,1.0,1.0,70.1,11.0,0.0
FD00502,543,2026-12-02,2026T1,Private,Tesouro Direto,App,5+ anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,20.7,9.0,1.0
FD00503,128,2026-01-23,2026T1,Varejo,CDB,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,9.0,1.0,0.0,7.9,4.0,0.0
FD00504,502,2026-06-01,2026T1,Alta Renda,CDB,App,6-24 meses,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,23.6,4.0,0.0
FD00505,312,2026-09-03,2026T1,Private,CDB,App,6-24 meses,6,Informacoes divergentes sobre o produto,2026Q1,,0.0,0.0,,0.0,0.0
FD00506,515,2026-01-22,2026T1,Private,Carteira Administrada,Assessoria,2-5 anos,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00507,334,2026-01-18,2026T1,Private,COE,App,0-6 meses,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,,0.0,0.0
FD00508,325,2026-03-28,2026T1,Novo Investidor,CDB,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,32.8,6.0,0.0
FD00509,202,2026-02-27,2026T1,Private,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar,2026Q1,8.0,1.0,0.0,32.4,12.0,0.0
FD00510,316,2026-03-16,2026T1,Varejo,CDB,App,0-6 meses,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,,0.0,0.0
FD00511,338,2026-03-17,2026T1,Varejo,COE,App,0-6 meses,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,26.8,11.0,1.0
FD00512,314,2026-02-28,2026T1,Novo Investidor,CDB,App,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,,0.0,0.0
FD00513,335,2026-03-18,2026T1,Private,Carteira Administrada,App,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,10.0,1.0,0.0,,0.0,0.0
FD00514,125,2026-04-03,2026T1,Private,CDB,App,6-24 meses,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,23.8,11.0,0.0
FD00515,37,2026-03-22,2026T1,Alta Renda,CDB,App,6-24 meses,8,Tive duvida sobre rentabilidade,2026Q1,,0.0,0.0,29.3,11.0,1.0
FD00516,400,2026-03-17,2026T1,Varejo,COE,App,6-24 meses,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,20.0,16.0,0.0
FD00517,298,2026-01-29,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,8,"Experiencia ok, mas poderia ser mais simples",2026Q1,7.0,1.0,0.0,20.15,14.0,0.0
FD00518,411,2026-01-27,2026T1,Alta Renda,Fundos,,5+ anos,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,22.5,7.0,0.0
FD00519,491,2026-01-18,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,13.2,11.0,0.0
FD00520,11,2026-01-22,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,23.6,0.0,0.0
FD00521,387,2026-03-20,2026T1,Alta Renda,CDB,App,5+ anos,10,Boa experiencia no aplicativo,2026Q1,10.0,1.0,0.0,3.3,5.0,1.0
FD00522,75,2026-06-02,2026T1,Varejo,Carteira Administrada,App,0-6 meses,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,,0.0,0.0
FD00523,214,2026-09-03,2026T1,Private,COE,App,5+ anos,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,25.4,7.0,0.0
FD00524,511,2026-02-22,2026T1,Varejo,Fundos,Internet Banking,2-5 anos,7,"Atendimento resolveu, mas demorou",2026Q1,7.0,1.0,0.0,16.0,7.0,0.0
FD00525,79,2026-01-16,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,14.6,9.0,0.0
FD00526,500,2026-01-26,2026T1,Novo Investidor,Fundos,Assessoria,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,26.3,9.0,1.0
FD00527,291,2026-02-22,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,10.0,1.0,0.0,13.0,11.0,0.0
FD00528,494,2026-12-02,2026T1,Private,Carteira Administrada,App,5+ anos,10,Atendimento claro e rapido,2026Q1,,0.0,1.0,40.6,8.0,0.0
FD00529,57,2026-02-01,2026T1,Private,CDB,Assessoria,2-5 anos,6,Demora para resolver meu problema,2026Q1,8.0,1.0,0.0,32.9,10.0,0.0
FD00530,276,2026-09-02,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Boa experiencia no aplicativo,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00531,82,2026-02-26,2026T1,Varejo,Fundos,App,5+ anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,15.1,6.0,0.0
FD00532,78,2026-09-02,2026T1,Private,Fundos,App,0-6 meses,10,Atendimento claro e rapido,2026Q1,10.0,1.0,0.0,,0.0,0.0
FD00533,388,2026-07-03,2026T1,Private,Fundos,Assessoria,6-24 meses,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,20.0,3.0,0.0
FD00534,287,2026-01-29,2026T1,Alta Renda,CDB,App,5+ anos,10,Atendimento claro e rapido,2026Q1,10.0,1.0,1.0,70.1,11.0,0.0
FD00535,39,2026-01-18,2026T1,Varejo,CDB,App,0-6 meses,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,20.8,11.0,0.0
FD00536,55,2026-01-22,2026T1,Varejo,Carteira Administrada,App,2-5 anos,8,Demorou um pouco para encontrar informacoes,2026Q1,,0.0,0.0,28.2,5.0,0.0
FD00537,293,2026-01-18,2026T1,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,2026Q1,10.0,1.0,0.0,,0.0,0.0
FD00538,375,2026-03-19,2026T1,Private,Fundos,App,6-24 meses,7,Tive duvida sobre rentabilidade,2026Q1,8.0,1.0,0.0,16.2,9.0,0.0
FD00539,203,2026-02-15,2026T1,Private,Fundos,Central de Atendimento,0-6 meses,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00540,369,2026-03-28,2026T1,Private,Carteira Administrada,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar,2026Q1,10.0,1.0,1.0,30.349999999999998,12.0,0.0
FD00541,166,2026-03-24,2026T1,Varejo,CDB,App,0-6 meses,7,Tive duvida sobre rentabilidade,2026Q1,,0.0,0.0,14.5,10.0,0.0
FD00542,149,2026-01-29,2026T1,Private,Carteira Administrada,Assessoria,0-6 meses,10,Atendimento claro e rapido,2026Q1,,0.0,1.0,54.0,5.0,0.0
FD00543,351,2026-01-01,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar,2026Q1,8.0,1.0,0.0,,0.0,0.0
FD00544,202,2026-03-31,2026T1,Private,CDB,Central de Atendimento,0-6 meses,10,Assessoria ajudou na decisao,2026Q1,8.0,1.0,0.0,32.4,12.0,0.0
FD00545,532,2026-07-03,2026T1,Novo Investidor,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,16.7,10.0,0.0
FD00546,208,2026-03-17,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,1.0,48.1,14.0,0.0
FD00547,209,2026-12-02,2026T1,Private,Carteira Administrada,App,6-24 meses,1,Nao consegui falar com assessor,2026Q1,10.0,1.0,0.0,16.1,8.0,0.0
FD00548,209,2026-03-24,2026T1,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido,2026Q1,10.0,1.0,0.0,16.1,8.0,0.0
FD00549,429,2026-09-01,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,,0.0,0.0
FD00550,498,2026-01-26,2026T1,Private,CDB,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo,2026Q1,8.0,1.0,0.0,23.4,4.0,0.0
FD00551,70,2026-11-02,2026T1,Novo Investidor,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,27.7,9.0,0.0
FD00552,367,2026-02-03,2026T1,Novo Investidor,Fundos,App,5+ anos,1,Aplicativo travou durante consulta,2026Q1,,0.0,0.0,,0.0,0.0
FD00553,259,2026-02-22,2026T1,Varejo,Carteira Administrada,App,6-24 meses,5,Nao ficou claro o risco do produto,2026Q1,4.0,1.0,0.0,41.3,10.0,1.0
FD00554,372,2026-03-16,2026T1,Private,Carteira Administrada,Internet Banking,5+ anos,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,31.8,7.0,0.0
FD00555,377,2026-01-28,2026T1,Varejo,Tesouro Direto,App,2-5 anos,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,16.3,5.0,0.0
FD00556,178,2026-04-02,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,32.2,4.0,0.0
FD00557,474,2026-03-30,2026T1,Novo Investidor,Tesouro Direto,App,6-24 meses,9,Atendimento claro e rapido,2026Q1,,0.0,0.0,35.7,7.0,0.0
FD00558,232,2026-03-28,2026T1,Alta Renda,Fundos,App,6-24 meses,9,Assessoria ajudou na decisao,2026Q1,8.0,1.0,0.0,31.4,7.0,0.0
FD00559,464,2026-02-19,2026T1,Varejo,CDB,App,6-24 meses,9,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,8.2,9.0,0.0
FD00560,549,2026-12-02,2026T1,Alta Renda,CDB,App,2-5 anos,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,22.5,9.0,0.0
FD00561,245,2026-01-24,2026T1,Private,CDB,App,5+ anos,9,Atendimento claro e rapido,2026Q1,,0.0,1.0,42.2,5.0,0.0
FD00562,366,2026-01-29,2026T1,Alta Renda,CDB,Internet Banking,0-6 meses,7,Demorou um pouco para encontrar informacoes,2026Q1,7.0,1.0,0.0,17.2,10.0,0.0
FD00563,7,2026-03-31,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,10,,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00564,47,2026-05-02,2026T1,Alta Renda,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00565,455,2026-06-01,2026T1,Private,COE,App,2-5 anos,8,Demorou um pouco para encontrar informacoes,2026Q1,7.0,1.0,0.0,30.5,11.0,0.0
FD00566,185,2026-11-02,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00567,290,2026-01-29,2026T1,Varejo,COE,App,6-24 meses,1,,2026Q1,,0.0,0.0,,0.0,0.0
FD00568,156,2026-03-01,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00569,247,2026-11-01,2026T1,Alta Renda,Fundos,Central de Atendimento,5+ anos,7,Tive duvida sobre rentabilidade,2026Q1,,0.0,0.0,,0.0,0.0
FD00570,90,2026-06-01,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,,0.0,0.0
FD00571,294,2026-02-20,2026T1,Alta Renda,CDB,App,2-5 anos,7,"Atendimento resolveu, mas demorou",2026Q1,,0.0,0.0,,0.0,0.0
FD00572,28,2026-02-28,2026T1,Alta Renda,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,31.0,15.0,0.0
FD00573,299,2026-01-29,2026T1,Varejo,CDB,App,6-24 meses,9,Boa experiencia no aplicativo,2026Q1,10.0,1.0,0.0,49.1,4.0,0.0
FD00574,72,2026-03-25,2026T1,Private,Tesouro Direto,App,2-5 anos,9,,2026Q1,9.0,1.0,0.0,22.4,4.0,0.0
FD00575,295,2026-09-01,2026T1,Private,CDB,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,,0.0,0.0
FD00576,192,2026-01-24,2026T1,Novo Investidor,CDB,App,2-5 anos,9,Boa experiencia no aplicativo,2026Q1,9.0,1.0,0.0,37.0,6.0,0.0
FD00577,123,2026-02-19,2026T1,Alta Renda,Tesouro Direto,Internet Banking,0-6 meses,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,1.0,22.5,7.0,0.0
FD00578,324,2026-12-02,2026T1,Private,CDB,App,2-5 anos,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00579,400,2026-02-28,2026T1,Varejo,CDB,Central de Atendimento,0-6 meses,9,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,20.0,16.0,0.0
FD00580,158,2026-03-25,2026T1,Varejo,Fundos,App,2-5 anos,9,,2026Q1,,0.0,0.0,11.9,5.0,0.0
FD00581,437,2026-01-24,2026T1,Private,COE,App,6-24 meses,5,Informacoes divergentes sobre o produto,2026Q1,,0.0,0.0,1.8,11.0,1.0
FD00582,317,2026-07-03,2026T1,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,23.7,24.0,0.0
FD00583,430,2026-02-24,2026T1,Private,Tesouro Direto,Assessoria,2-5 anos,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,17.9,5.0,0.0
FD00584,151,2026-06-03,2026T1,Novo Investidor,CDB,Assessoria,6-24 meses,3,,2026Q1,,0.0,0.0,39.1,6.0,0.0
FD00585,409,2026-01-03,2026T1,Novo Investidor,CDB,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00586,299,2026-09-02,2026T1,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Atendimento claro e rapido,2026Q1,10.0,1.0,0.0,49.1,4.0,0.0
FD00587,366,2026-01-03,2026T1,Alta Renda,Fundos,Central de Atendimento,5+ anos,10,Atendimento claro e rapido,2026Q1,7.0,1.0,0.0,17.2,10.0,0.0
FD00588,214,2026-06-03,2026T1,Private,Fundos,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,25.4,7.0,0.0
FD00589,111,2026-01-18,2026T1,Alta Renda,Fundos,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,17.3,9.0,0.0
FD00590,330,2026-02-16,2026T1,Private,Tesouro Direto,Internet Banking,0-6 meses,9,Consegui acompanhar minha carteira,2026Q1,8.0,1.0,0.0,,0.0,0.0
FD00591,351,2026-02-26,2026T1,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,2026Q1,8.0,1.0,0.0,,0.0,0.0
FD00592,93,2026-01-17,2026T1,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,4.3,12.0,0.0
FD00593,431,2026-06-01,2026T1,Private,Tesouro Direto,App,0-6 meses,7,"Experiencia ok, mas poderia ser mais simples",2026Q1,,0.0,0.0,,0.0,0.0
FD00594,527,2026-01-18,2026T1,Alta Renda,COE,App,2-5 anos,9,Consegui acompanhar minha carteira,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00595,211,2026-02-18,2026T1,Alta Renda,CDB,App,5+ anos,9,Atendimento claro e rapido,2026Q1,,0.0,0.0,11.9,10.0,1.0
FD00596,427,2026-01-16,2026T1,Alta Renda,Carteira Administrada,Internet Banking,6-24 meses,7,Demorou um pouco para encontrar informacoes,2026Q1,,0.0,2.0,53.0,10.0,1.0
FD00597,357,2026-01-18,2026T1,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,10.0,12.0,1.0
FD00598,130,2026-08-02,2026T1,Alta Renda,Fundos,App,2-5 anos,9,Atendimento claro e rapido,2026Q1,,0.0,0.0,5.6,13.0,0.0
FD00599,31,2026-01-15,2026T1,Varejo,Fundos,Internet Banking,6-24 meses,9,Consegui acompanhar minha carteira,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00600,397,2026-02-21,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Atendimento claro e rapido,2026Q1,,0.0,0.0,,0.0,0.0
FD00601,87,2026-03-15,2026T1,Varejo,Carteira Administrada,Assessoria,6-24 meses,7,Tive duvida sobre rentabilidade,2026Q1,7.0,1.0,0.0,30.7,4.0,0.0
FD00602,493,2026-11-01,2026T1,Private,Fundos,App,6-24 meses,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,18.3,10.0,0.0
FD00603,340,2026-03-14,2026T1,Private,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,35.4,10.0,0.0
FD00604,344,2026-01-23,2026T1,Alta Renda,Tesouro Direto,App,6-24 meses,5,,2026Q1,5.0,1.0,0.0,24.5,18.0,0.0
FD00605,503,2026-02-24,2026T1,Alta Renda,Carteira Administrada,App,0-6 meses,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,,0.0,0.0
FD00606,484,2026-02-27,2026T1,Varejo,Fundos,Internet Banking,0-6 meses,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,21.866666666666664,29.0,0.0
FD00607,370,2026-03-03,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,9,Atendimento claro e rapido,2026Q1,,0.0,0.0,14.5,7.0,0.0
FD00608,476,2026-02-18,2026T1,Novo Investidor,Tesouro Direto,Assessoria,2-5 anos,6,Aplicativo travou durante consulta,2026Q1,,0.0,0.0,,0.0,0.0
FD00609,337,2026-02-20,2026T1,Varejo,CDB,Assessoria,6-24 meses,3,Informacoes divergentes sobre o produto,2026Q1,,0.0,0.0,22.9,6.0,0.0
FD00610,28,2026-01-27,2026T1,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,31.0,15.0,0.0
FD00611,176,2026-02-24,2026T1,Private,Carteira Administrada,App,2-5 anos,7,"Atendimento resolveu, mas demorou",2026Q1,,0.0,0.0,,0.0,0.0
FD00612,360,2026-07-02,2026T1,Varejo,Fundos,App,0-6 meses,10,Boa experiencia no aplicativo,2026Q1,10.0,1.0,0.0,,0.0,0.0
FD00613,341,2026-02-20,2026T1,Alta Renda,CDB,Internet Banking,5+ anos,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,5.9,7.0,0.0
FD00614,344,2026-02-25,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,5.0,1.0,0.0,24.5,18.0,0.0
FD00615,530,2026-03-21,2026T1,Varejo,Fundos,App,5+ anos,8,Demorou um pouco para encontrar informacoes,2026Q1,,0.0,0.0,36.9,17.0,1.0
FD00616,60,2026-06-02,2026T1,Alta Renda,CDB,Assessoria,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,,0.0,0.0
FD00617,233,2026-03-03,2026T1,Varejo,Tesouro Direto,Assessoria,6-24 meses,8,Tive duvida sobre rentabilidade,2026Q1,,0.0,0.0,,0.0,0.0
FD00618,111,2026-01-23,2026T1,Alta Renda,Fundos,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,17.3,9.0,0.0
FD00619,86,2026-08-01,2026T1,Alta Renda,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,25.5,6.0,0.0
FD00620,525,2026-01-13,2026T1,Varejo,Carteira Administrada,App,5+ anos,5,Nao ficou claro o risco do produto,2026Q1,,0.0,0.0,11.2,14.0,0.0
FD00621,23,2026-01-31,2026T1,Alta Renda,Tesouro Direto,App,0-6 meses,9,Atendimento claro e rapido,2026Q1,10.0,1.0,0.0,7.2,14.0,0.0
FD00622,311,2026-03-30,2026T1,Alta Renda,CDB,App,2-5 anos,10,Boa experiencia no aplicativo,2026Q1,10.0,1.0,0.0,28.8,10.0,0.0
FD00623,120,2026-12-02,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,17.4,9.0,0.0
FD00624,169,2026-03-30,2026T1,Private,Fundos,App,6-24 meses,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,10.9,6.0,1.0
FD00625,509,2026-02-26,2026T1,Novo Investidor,Tesouro Direto,App,0-6 meses,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,,0.0,0.0
FD00626,196,2026-01-18,2026T1,Alta Renda,Fundos,App,2-5 anos,8,Tive duvida sobre rentabilidade,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00627,298,2026-02-28,2026T1,Private,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,2026Q1,7.0,1.0,0.0,20.15,14.0,0.0
FD00628,492,2026-03-28,2026T1,Varejo,CDB,App,2-5 anos,3,Nao entendi a cobranca,2026Q1,,0.0,0.0,18.5,10.0,1.0
FD00629,225,2026-12-02,2026T1,Private,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,,0.0,0.0
FD00630,123,2026-02-27,2026T1,Alta Renda,Carteira Administrada,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,1.0,22.5,7.0,0.0
FD00631,219,2026-09-03,2026T1,Varejo,Tesouro Direto,Internet Banking,5+ anos,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,29.5,7.0,0.0
FD00632,94,2026-03-17,2026T1,Varejo,CDB,Internet Banking,5+ anos,9,Atendimento claro e rapido,2026Q1,9.0,1.0,0.0,,0.0,0.0
FD00633,109,2026-02-23,2026T1,Private,CDB,Central de Atendimento,6-24 meses,10,Atendimento claro e rapido,2026Q1,10.0,1.0,0.0,18.0,8.0,0.0
FD00634,319,2026-03-03,2026T1,Private,CDB,App,6-24 meses,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,,0.0,0.0
FD00635,484,2026-01-31,2026T1,Varejo,Carteira Administrada,App,6-24 meses,9,,2026Q1,,0.0,0.0,21.866666666666664,29.0,0.0
FD00636,10,2026-02-25,2026T1,Varejo,COE,App,0-6 meses,10,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,10.3,10.0,0.0
FD00637,222,2026-02-21,2026T1,Varejo,CDB,App,5+ anos,3,Nao entendi a cobranca,2026Q1,,0.0,0.0,24.3,11.0,0.0
FD00638,106,2026-02-03,2026T1,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,30.1,5.0,1.0
FD00639,473,2026-02-28,2026T1,Private,CDB,Assessoria,5+ anos,9,Atendimento claro e rapido,2026Q1,,0.0,0.0,8.5,3.0,0.0
FD00640,50,2026-03-19,2026T1,Private,Tesouro Direto,App,6-24 meses,9,,2026Q1,,0.0,1.0,35.85,15.0,0.0
FD00641,362,2026-01-22,2026T1,Varejo,Fundos,App,2-5 anos,10,Consegui acompanhar minha carteira,2026Q1,,0.0,0.0,19.6,7.0,1.0
FD00642,415,2026-02-14,2026T1,Varejo,CDB,App,6-24 meses,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00643,119,2026-05-02,2026T1,Novo Investidor,CDB,App,0-6 meses,6,Nao consegui falar com assessor,2026Q1,6.0,1.0,0.0,37.6,8.0,0.0
FD00644,467,2026-03-28,2026T1,Alta Renda,COE,App,2-5 anos,9,Boa experiencia no aplicativo,2026Q1,,0.0,0.0,1.0,10.0,1.0
FD00645,42,2026-10-02,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,1.0,26.4,9.0,0.0
FD00646,261,2026-02-03,2026T1,Varejo,Carteira Administrada,Internet Banking,6-24 meses,6,Nao consegui falar com assessor,2026Q1,,0.0,1.0,43.1,6.0,0.0
FD00647,525,2026-01-03,2026T1,Varejo,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido,2026Q1,,0.0,0.0,11.2,14.0,0.0
FD00648,45,2026-10-02,2026T1,Private,CDB,App,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,27.2,15.0,0.0
FD00649,328,2026-05-02,2026T1,Varejo,Fundos,App,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,4.7,7.0,0.0
FD00650,98,2026-03-16,2026T1,Alta Renda,CDB,App,0-6 meses,10,Assessoria ajudou na decisao,2026Q1,10.0,1.0,0.0,18.3,13.0,0.0
